ID,SubmissionDate,starttime,endtime,username,name_collector,date_collected,consent,location.Latitude,location.Longitude,location.Altitude,location.Accuracy,location_survey,kampala_live,education,year_studies,status,doing now,looking,unemployed_future,unemployed_reasons_1,unemployed_reasons_2,unemployed_reasons_3,unemployed_reasons_4,unemployed_reasons_5,unemployed_reasons_6,unemployed_reasons_7,unemployed_reasons_8,unemployed_reasons_9,unemployed_reasons_10,unemployed_reasons_11,unemployed_reasons_12,unemployed_reasons_13,unemployed_reasons_14,unemployed_reasons_15,activities,paid,enterprise,self,position,job_field,prefer,workers,satisfaction,desire_change,change_reason,likely,jobs,interviews,time_search,steps,steps2_1,steps2_2,steps2_3,steps2_4,steps2_5,steps2_6,steps2_7,steps2_8,steps2_9,steps2_10,steps2_11,steps2_12,steps2_13,steps2_14,positions_looking,jobs_applied,jobs_interviewed,refusals,refusal_reason,income,min_incomelevel,incomelevel,career_center,from_employer,friends_relateives,social_media,website,radio,newspapers,TV,word_of_mouth,other,challenges,obstacles_1,obstacles_2,obstacles_3,obstacles_4,obstacles_5,obstacles_6,obstacles_7,obstacles_8,obstacles_9,obstacles_10,obstacles_11,obstacles_12,obstacles_13,obstacles_14,obstacles_15,obstacles_16,time_looking,ed.training_useful,Gender,Religion,LGBQI,reg_origina,disabilities,level_needed,qualities_needed_1,qualities_needed_2,qualities_needed_3,qualities_needed_4,qualities_needed_5,qualities_needed_6,qualities_needed_7,qualities_needed_8,qualities_needed_9,qualities_needed_10,qualities_needed_11,relevance,competitive,effect,age,gender,region,instanceID,Form_ver,number_of_years
224,,,,,,,1,,,,,,,I_have_completed_my_university_education,2017,Self.employed_own.account_worker,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Work_privatecompany,paid,,1,Professional&technical,Handicraft,NA,6-10_workers,Somewhat_satisfied,Yes,To_have_better_career_prospects,Very_likely,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Work_was_not_interesting,1,300000,800000,Never,A_great_deal,Occasionally,Never,Never,Never,Never,Never,Occasionally,NA,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3-6_months,Very_useful,A_great_deal,Occasionally,A_great_deal,A_great_deal,A_great_deal,Completed_vocational_training,0,0,0,1,1,1,0,0,0,0,0,Very_relevant,NA,Moderate_effect,23-25,Female,Region2,,,3-4 years
225,,,,,,,1,,,,,,,I_havecompleted_secondary_school_(highschool),2016,Work_for_wage.salary_with_an_employer_(full.time_or_part.time),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Work_privatecompany,paid,,0,Managerial&administrative,Businessadministration,NA,6-10_workers,Somewhat_satisfied,Yes,To_have_better_career_prospects,"Likely,but_not_certain",4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1,100000,200000,Never,A_great_deal,A_great_deal,Never,Never,Never,Never,Never,Occasionally,NA,NA,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,More_than_1_year,Not_useful,Occasionally,Occasionally,A_great_deal,Occasionally,A_great_deal,Completed_university_education,0,1,0,1,0,0,0,0,0,0,0,Relevant,NA,Major_effect,20-22,Female,Region4,,,1-2 years
230,,,,,,,1,,,,,,,I_have_some_university_level_education_but_left_before_graduation,2013,Self.employed_own.account_worker,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Other,paid,,1,Other,ICT,NA,Less_than_5_workers,Somewhat_satisfied,Yes,To_get_higher_pay,Very_likely,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1,500000,800000,Never,Never,Occasionally,Occasionally,A_great_deal,Never,Occasionally,Occasionally,Occasionally,Never,NA,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,6_months-1year,Somewhat_useful,Occasionally,Never,Never,A_great_deal,A_great_deal,Completed_university_education,0,0,0,0,1,0,1,0,0,1,0,Somewhat_relevant,NA,Major_effect,26-29,Male,Region2,,,3-4 years
231,,,,,,,1,,,,,,,I_have_completed_my_university_education,2013,Work_for_wage.salary_with_an_employer_(full.time_or_part.time),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Work_publicsector,paid,,0,Craftsmen,ICT,NA,More_than_100_workers,Very_unsatisfied,Yes,To_have_better_career_prospects,Do_not_know,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Wages_offered_were_too_low,1,150000,500000,Never,Never,A_great_deal,Never,A_great_deal,Never,Never,Never,Occasionally,Never,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,More_than_1_year,Very_useful,Occasionally,Never,Occasionally,Never,Never,Completed_university_education,1,0,0,0,0,0,0,0,0,0,0,Very_relevant,NA,Neutral,26-29,Male,Region2,,,1-2 years
232,,,,,,,1,,,,,,,I_have_completed_my_university_education,2016,Not_currently_working,Available_and_actively_looking_for_work,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,Work_foranon-profit_organization,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,4,2,1,Wages_offered_were_too_low,1,400000,3000000,Never,Occasionally,Occasionally,Occasionally,Occasionally,Never,A_great_deal,Occasionally,A_great_deal,NA,Yes,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,Occasionally,Occasionally,Never,A_great_deal,Occasionally,Completed_vocational_training,1,0,0,0,0,0,0,0,0,0,0,NA,Slightly_competitive,Neutral,26-29,Male,Region4,,,3-4 years
233,,,,,,,1,,,,,,,I_have_completed_my_university_education,2014,Self.employed_own.account_worker,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Work_family_business,unpaid,,0,Clerical,Education,NA,6-10_workers,Neither_satisfied_nor_unsatisfied,Yes,To_get_higher_pay,Not_likely,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1,500000,2000000,Never,A_great_deal,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,A_great_deal,NA,NA,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3-6_months,Very_useful,NA,Never,Never,A_great_deal,A_great_deal,Completed_vocational_training,0,1,0,0,0,0,0,0,0,0,0,Relevant,NA,Neutral,26-29,Female,Region4,,,1-2 years
234,,,,,,,1,,,,,,,I_have_completed_my_university_education,2015,Self.employed_own.account_worker,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Work_privatecompany,paid,,1,Managerial&administrative,Workerinsales/retail/shop/restaurants,NA,6-10_workers,Somewhat_satisfied,No,NA,Very_likely,15,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,3000000,Never,Never,A_great_deal,A_great_deal,A_great_deal,A_great_deal,A_great_deal,Never,A_great_deal,NA,NA,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,Less_than_a_week,Not_useful,Never,Never,A_great_deal,Never,A_great_deal,Completed_vocational_training,0,0,0,0,0,1,0,0,1,1,0,Not_relevant,NA,Major_effect,26-29,Male,Region2,,,3-4 years
239,,,,,,,1,,,,,,,I_am_currently_studying_at_the_university_level,NA,Not_currently_working,Available_and_actively_looking_for_work,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,Work_for_the_government/public_sector,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,3,5,0,0,NA,1,150000,700000,Occasionally,Never,Occasionally,Never,A_great_deal,Never,A_great_deal,Never,Occasionally,Occasionally,Yes,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,NA,NA,Occasionally,A_great_deal,Never,Occasionally,Occasionally,Completed_university_education,1,0,0,0,0,0,0,0,0,0,0,NA,Highly_competitive,Neutral,26-29,Male,Region1,,,1-2 years
240,,,,,,,1,,,,,,,I_am_currently_studying_at_the_university_level,NA,Not_currently_working,Engaged_in_education,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,,NA,NA,NA,Start_your_own_business,NA,NA,NA,NA,NA,NA,NA,Less_than_a_week,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,1,NA,NA,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,No,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,Never,Never,Never,Never,Never,Completed_university_education,0,0,0,0,1,0,0,0,0,0,0,NA,NA,Moderate_effect,23-25,Male,Region1,,,3-4 years
241,,,,,,,1,,,,,,,I_have_completed_my_university_education,2017,Not_currently_working,Available_and_actively_looking_for_work,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,Work_for_the_government/public_sector,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3,1,0,0,NA,1,4000000,900000,Never,Occasionally,Occasionally,Never,Occasionally,Never,Never,Never,Occasionally,NA,Yes,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,NA,NA,Occasionally,Never,Never,Occasionally,Occasionally,Completed_secondary_education,1,1,0,0,1,0,0,0,0,0,0,NA,Highly_competitive,Neutral,23-25,Female,Region2,,,1-2 years
242,,,,,,,1,,,,,,,I_havecompleted_secondary_school_(highschool),2016,Not_currently_working,Engaged_in_home_duties_(including_child_care),1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,Start_your_own_business,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,0,0,0,NA,0,NA,500000,Never,Never,A_great_deal,Never,Never,Never,Never,Never,Never,Never,Yes,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,A_great_deal,Never,Never,Occasionally,A_great_deal,Completed_university_education,0,0,0,0,1,0,1,0,0,0,0,NA,Somewhat_competitive,Major_effect,20-22,Female,Region3,,,3-4 years
243,,,,,,,1,,,,,,,I_have_somesecondaryschool_education_but_left_before_graduation,2014,Not_currently_working,Available_and_actively_looking_for_work,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,Work_for_a_private_company,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,0,0,NA,0,NA,200000,Never,A_great_deal,A_great_deal,Never,Never,Never,Never,Never,Never,NA,Yes,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,Occasionally,Occasionally,Never,Never,Never,Completed_vocational_training,0,0,0,1,0,0,0,1,0,0,0,NA,Highly_competitive,Neutral,23-25,Female,Region1,,,1-2 years
248,,,,,,,1,,,,,,,I_have_completed_my_university_education,2016,Not_currently_working,Available_and_actively_looking_for_work,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,Work_for_a_private_company,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,3,7,4,1,Work_would_require_too_many_hours,1,500000,500000,Never,A_great_deal,Occasionally,Never,Never,Never,A_great_deal,Never,A_great_deal,NA,Yes,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,NA,NA,A_great_deal,Occasionally,A_great_deal,A_great_deal,A_great_deal,Computer_and_IT_training,1,0,0,1,0,0,0,0,0,0,0,NA,Highly_competitive,Neutral,23-25,Female,Region3,,,3-4 years
249,,,,,,,1,,,,,,,I_am_currently_studying_at_a_vocational_or_technicalschool,NA,Internship_or_apprenticeship,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Internship.apprenticeship_non-profit,unpaid,,0,Professional&technical,ICT,NA,21-50_workers,Neither_satisfied_nor_unsatisfied,Yes,To_get_higher_pay,"Likely,but_not_certain",3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Wages_offered_were_too_low,1,300000,1000000,Occasionally,Occasionally,A_great_deal,Occasionally,Occasionally,Never,Occasionally,Occasionally,A_great_deal,NA,NA,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3-6_months,Very_useful,Occasionally,A_great_deal,A_great_deal,A_great_deal,A_great_deal,Completed_university_education,1,0,0,0,0,0,0,0,0,0,0,Relevant,NA,Neutral,23-25,Female,Region3,,,1-2 years
250,,,,,,,1,,,,,,,I_havecompleted_secondary_school_(highschool),2016,Not_currently_working,Engaged_in_home_duties_(including_child_care),1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,Start_your_own_business,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,5,6,2,1,Location_was_not_convenient,1,300000,500000,Never,Occasionally,Occasionally,Occasionally,Occasionally,A_great_deal,A_great_deal,Occasionally,A_great_deal,NA,Yes,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,NA,NA,A_great_deal,Occasionally,A_great_deal,A_great_deal,Occasionally,Completed_university_education,1,0,0,1,0,0,0,0,0,0,0,NA,Slightly_competitive,Neutral,23-25,Female,Region3,,,3-4 years
251,,,,,,,1,,,,,,,I_have_completed_my_university_education,2016,Not_currently_working,Available_and_actively_looking_for_work,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,Work_for_the_government/public_sector,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,5,0,1,Wages_offered_were_too_low,1,500000,1500000,Never,Occasionally,A_great_deal,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,A_great_deal,NA,Yes,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,NA,NA,A_great_deal,A_great_deal,A_great_deal,Occasionally,Never,Completed_university_education,1,0,0,1,0,0,0,0,0,0,0,NA,Slightly_competitive,Neutral,23-25,Male,Region2,,,1-2 years
252,,,,,,,1,,,,,,,I_have_some_university_level_education_but_left_before_graduation,2016,Not_currently_working,Available_and_actively_looking_for_work,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,Work_foranon-profit_organization,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,3,1,0,NA,1,300000,500000,Never,A_great_deal,A_great_deal,Occasionally,Occasionally,Never,Occasionally,Never,Occasionally,NA,Yes,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,NA,NA,Occasionally,Occasionally,A_great_deal,A_great_deal,NA,Completed_university_education,1,0,0,0,1,0,0,0,0,0,0,NA,Slightly_competitive,Moderate_effect,23-25,Female,Region2,,,3-4 years
257,,,,,,,1,,,,,,,I_have_somesecondaryschool_education_but_left_before_graduation,2011,Not_currently_working,Available_and_actively_looking_for_work,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,Start_your_own_business,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,0,1,Wages_offered_were_too_low,1,300000,500000,Never,Never,A_great_deal,Occasionally,Never,Never,Never,Never,A_great_deal,Occasionally,Yes,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,NA,Occasionally,Never,Never,Never,A_great_deal,Completed_university_education,0,0,0,0,0,0,1,0,0,0,0,NA,Somewhat_competitive,Moderate_effect,23-25,Male,Region2,,,1-2 years
258,,,,,,,1,,,,,,,I_am_currently_studying_at_the_university_level,NA,Not_currently_working,Engaged_in_education,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,NA,NA,,NA,NA,NA,Other,NA,NA,NA,NA,NA,NA,NA,Less_than_a_week,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,NA,1,500000,1000000,Never,Never,Occasionally,Occasionally,Never,Never,Never,Never,Occasionally,Occasionally,Yes,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,NA,NA,Occasionally,Occasionally,A_great_deal,Never,Occasionally,Completed_university_education,0,0,0,0,0,0,1,0,0,0,0,NA,Highly_competitive,Neutral,20-22,Male,Region2,,,3-4 years
259,,,,,,,1,,,,,,,I_have_completed_my_university_education,2012,Not_currently_working,Not_working_or_seeking_work_for_other_reasons,NA,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,,NA,NA,NA,Start_your_own_business,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,1,Waiting_for_a_better_job_offer,1,700000,1000000,Never,A_great_deal,A_great_deal,Occasionally,Never,Never,Never,Never,Occasionally,Occasionally,Yes,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,Never,Occasionally,Never,A_great_deal,A_great_deal,Completed_university_education,0,0,0,0,0,0,1,0,0,0,0,NA,Somewhat_competitive,Major_effect,17-19,Male,Region2,,,1-2 years
260,,,,,,,1,,,,,,,I_am_currently_studying_at_a_vocational_or_technicalschool,NA,Not_currently_working,Available_and_actively_looking_for_work,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,Start_your_own_business,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,0,0,NA,0,NA,350000,Occasionally,A_great_deal,A_great_deal,A_great_deal,A_great_deal,Never,Occasionally,Never,Occasionally,Never,Yes,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,NA,NA,Occasionally,Occasionally,A_great_deal,Occasionally,A_great_deal,Other,1,0,0,0,0,0,0,0,0,0,0,NA,Somewhat_competitive,Major_effect,17-19,Female,Region2,,,3-4 years
261,,,,,,,1,,,,,,,I_have_completed_my_university_education,2015,Work_for_wage.salary_with_an_employer_(full.time_or_part.time),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Work_privatecompany,paid,,0,Managerial&administrative,Businessadministration,NA,More_than_100_workers,Neither_satisfied_nor_unsatisfied,Yes,To_have_better_career_prospects,"Likely,but_not_certain",100,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Work_would_not_match_my_level_of_qualifications,1,1000000,2000000,Never,Never,Occasionally,Never,A_great_deal,Never,A_great_deal,Never,A_great_deal,Never,NA,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,6_months-1year,Somewhat_useful,Occasionally,Never,Never,A_great_deal,A_great_deal,Completed_university_education,1,0,0,0,1,1,0,0,0,0,0,Relevant,NA,Major_effect,26-29,Male,Region3,,,1-2 years
49,,,,,,,1,,,,,,,I_have_completed_my_university_education,2016,Not_currently_working,Available_and_actively_looking_for_work,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,Start_your_own_business,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,0,1,Location_was_not_convenient,1,350000,1000000,Never,Occasionally,Occasionally,A_great_deal,A_great_deal,A_great_deal,A_great_deal,A_great_deal,Occasionally,Occasionally,Yes,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,Completed_university_education,1,0,0,0,0,0,0,0,0,0,0,NA,Highly_competitive,Major_effect,26-29,Male,Region3,,,6 or more
58,,,,,,,1,,,,,,,I_havecompleted_secondary_school_(highschool),NA,Not_currently_working,Available_and_actively_looking_for_work,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,Start_your_own_business,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,NA,1,500000,500000,Never,Never,A_great_deal,Never,Never,Never,Never,Never,Occasionally,NA,Yes,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,Computer_and_IT_training,0,0,0,1,0,0,0,0,0,0,0,NA,Slightly_competitive,Major_effect,23-25,Male,Region2,,,6 or more
67,,,,,,,1,,,,,,,I_havecompleted_secondary_school_(highschool),NA,Self.employed_own.account_worker,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Work_on_farm,paid,,1,Managerial&administrative,NA,NA,21-50_workers,Very_satisfied,No,NA,Very_likely,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,100000,10000000,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1-2_months,NA,NA,NA,NA,NA,NA,Completed_university_education,0,0,1,0,0,0,0,0,0,0,0,Somewhat_relevant,NA,Major_effect,20-22,Male,Region2,,,6 or more
1,,,,,,,1,,,,,,,I_have_completed_my_university_education,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female,6,,,1-2 years
10,,,,,,,1,,,,,,,I_havecompleted_secondary_school_(highschool),NA,Work_for_wage.salary_with_an_employer_(full.time_or_part.time),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Work_privatecompany,paid,,0,Salesworker,NA,NA,Less_than_5_workers,Somewhat_satisfied,Yes,To_get_higher_pay,Very_likely,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,700000,1200000,Never,Never,A_great_deal,Occasionally,Never,Never,Occasionally,Never,A_great_deal,NA,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Less_than_a_week,NA,NA,NA,NA,NA,NA,Completed_vocational_training,0,0,0,0,1,0,0,0,0,0,0,Very_relevant,NA,Major_effect,20-22,Female,Region2,,,1-2 years
19,,,,,,,1,,,,,,,I_have_completed_my_university_education,2017,Not_currently_working,Not_working_or_seeking_work_for_other_reasons,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,Start_your_own_business,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,0,NA,1,400000,900000,Never,Occasionally,Occasionally,Occasionally,A_great_deal,Never,Never,Never,A_great_deal,Never,Yes,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,Completed_vocational_training,1,0,0,0,0,0,1,0,0,0,0,NA,Somewhat_competitive,Moderate_effect,23-25,Female,Region4,,,1-2 years
28,,,,,,,1,,,,,,,I_have_completed_vocational_school_education,NA,Work_for_wage.salary_with_an_employer_(full.time_or_part.time),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Work_privatecompany,paid,,0,Clerical,NA,NA,6-10_workers,Neither_satisfied_nor_unsatisfied,Yes,To_have_better_working_conditions,Do_not_know,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1,200000,450000,Never,Never,A_great_deal,A_great_deal,Never,Occasionally,Never,Occasionally,Never,Never,NA,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,More_than_1_year,NA,NA,NA,NA,NA,NA,Completed_vocational_training,0,0,0,1,0,0,0,0,0,0,0,Very_relevant,NA,Neutral,26-29,Female,Region2,,,1-2 years
37,,,,,,,1,,,,,,,I_have_some_university_level_education_but_left_before_graduation,NA,Work_for_wage.salary_with_an_employer_(full.time_or_part.time),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Internship.apprenticeship_non-profit,unpaid,,0,Managerial&administrative,NA,NA,21-50_workers,Somewhat_unsatisfied,Yes,To_have_better_career_prospects,Very_likely,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1,450000,500000,Never,A_great_deal,A_great_deal,A_great_deal,A_great_deal,A_great_deal,A_great_deal,A_great_deal,A_great_deal,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,More_than_1_year,NA,NA,NA,NA,NA,NA,Completed_university_education,0,0,0,1,0,0,0,0,0,0,0,Not_relevant,NA,Moderate_effect,20-22,Male,Region1,,,1-2 years
46,,,,,,,1,,,,,,,I_am_currently_studying_at_a_vocational_or_technicalschool,NA,Not_currently_working,Engaged_in_education,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,Work_for_a_private_company,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,2,0,0,NA,1,150000,500000,Never,Never,A_great_deal,Never,Never,Never,Never,Never,Occasionally,Never,Yes,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,Completed_vocational_training,1,0,0,0,0,0,0,0,0,0,0,NA,Slightly_competitive,Major_effect,23-25,Female,Region2,,,1-2 years
